model,confidence_threshold,neighbor_offset,frame_id,quality_group,gt_index,class_id,class_name,raw_detected,raw_confidence,gaussian_detected,gaussian_confidence,bilateral_detected,bilateral_confidence,wiener_denoise_detected,wiener_denoise_confidence,wiener_deconv_detected,wiener_deconv_confidence,clahe_detected,clahe_confidence,temporal_fixed_detected,temporal_fixed_confidence,temporal_quality_weighted_detected,temporal_quality_weighted_confidence,any_method_detected,num_methods_detecting,detected_by,unique_rescuer
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,4,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,5,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00277_t09.23_moderate_blur,moderate_blur,6,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00431_t14.37_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00431_t14.37_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00493_t16.43_severe_blur,severe_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00493_t16.43_severe_blur,severe_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00493_t16.43_severe_blur,severe_blur,2,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00616_t20.53_moderate_blur,moderate_blur,0,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00616_t20.53_moderate_blur,moderate_blur,1,0,person,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00647_t21.57_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video6/v06_20-24_f00647_t21.57_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00000_t00.00_clear,clear,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00014_t00.47_moderate_blur,moderate_blur,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00014_t00.47_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00029_t00.97_clear,clear,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00029_t00.97_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00029_t00.97_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00044_t01.47_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00044_t01.47_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00044_t01.47_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00044_t01.47_clear,clear,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00044_t01.47_clear,clear,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00059_t01.97_clear,clear,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00059_t01.97_clear,clear,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00059_t01.97_clear,clear,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00059_t01.97_clear,clear,3,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,3,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00074_t02.47_moderate_blur,moderate_blur,4,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00104_t03.47_severe_blur,severe_blur,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00119_t03.97_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00119_t03.97_moderate_blur,moderate_blur,1,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00149_t04.97_moderate_blur,moderate_blur,3,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00178_t05.93_severe_blur,severe_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00178_t05.93_severe_blur,severe_blur,1,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00223_t07.43_moderate_blur,moderate_blur,0,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00223_t07.43_moderate_blur,moderate_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00223_t07.43_moderate_blur,moderate_blur,2,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00223_t07.43_moderate_blur,moderate_blur,3,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00268_t08.93_severe_blur,severe_blur,0,60,dining table,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
yolov8n.pt,0.15,1,video7/v07_20-25_f00268_t08.93_severe_blur,severe_blur,1,56,chair,False,,False,,False,,False,,False,,False,,False,,False,,False,0,,
