model,confidence_threshold,video,frame,filter,n_detections,mean_confidence,preprocess_ms,yolo_ms,total_ms,annotated
yolov8n.pt,0.15,video6,v06_20-24_f00616_t20.53_moderate_blur.png,clahe,0,0.0,2.862,51.155,54.017,True
yolov8n.pt,0.15,video6,v06_20-24_f00647_t21.57_clear.png,raw,0,0.0,0.0,48.12,48.12,True
yolov8n.pt,0.15,video6,v06_20-24_f00647_t21.57_clear.png,gaussian,0,0.0,0.568,43.38,43.948,True
yolov8n.pt,0.15,video6,v06_20-24_f00647_t21.57_clear.png,bilateral,0,0.0,8.784,54.118,62.901,True
yolov8n.pt,0.15,video6,v06_20-24_f00647_t21.57_clear.png,wiener_denoise,0,0.0,52.71,48.069,100.779,True
yolov8n.pt,0.15,video6,v06_20-24_f00647_t21.57_clear.png,wiener_deconv,1,0.2297,58.127,45.329,103.456,True
yolov8n.pt,0.15,video6,v06_20-24_f00647_t21.57_clear.png,clahe,1,0.5228,2.479,53.439,55.918,True
yolov8n.pt,0.15,video7,v07_20-25_f00000_t00.00_clear.png,raw,0,0.0,0.0,45.346,45.346,True
yolov8n.pt,0.15,video7,v07_20-25_f00000_t00.00_clear.png,gaussian,0,0.0,0.514,45.608,46.122,True
yolov8n.pt,0.15,video7,v07_20-25_f00000_t00.00_clear.png,bilateral,0,0.0,8.846,53.281,62.128,True
yolov8n.pt,0.15,video7,v07_20-25_f00000_t00.00_clear.png,wiener_denoise,0,0.0,39.135,52.456,91.592,True
yolov8n.pt,0.15,video7,v07_20-25_f00000_t00.00_clear.png,wiener_deconv,0,0.0,63.609,78.287,141.897,True
yolov8n.pt,0.15,video7,v07_20-25_f00000_t00.00_clear.png,clahe,0,0.0,2.856,48.671,51.527,True
yolov8n.pt,0.15,video7,v07_20-25_f00014_t00.47_moderate_blur.png,raw,0,0.0,0.001,55.081,55.082,True
yolov8n.pt,0.15,video7,v07_20-25_f00014_t00.47_moderate_blur.png,gaussian,0,0.0,0.487,44.06,44.547,True
yolov8n.pt,0.15,video7,v07_20-25_f00014_t00.47_moderate_blur.png,bilateral,0,0.0,9.715,42.94,52.654,True
yolov8n.pt,0.15,video7,v07_20-25_f00014_t00.47_moderate_blur.png,wiener_denoise,0,0.0,45.132,45.158,90.29,True
yolov8n.pt,0.15,video7,v07_20-25_f00014_t00.47_moderate_blur.png,wiener_deconv,0,0.0,57.415,49.44,106.855,True
yolov8n.pt,0.15,video7,v07_20-25_f00014_t00.47_moderate_blur.png,clahe,0,0.0,2.904,49.136,52.04,True
yolov8n.pt,0.15,video7,v07_20-25_f00029_t00.97_clear.png,raw,0,0.0,0.0,47.327,47.327,True
yolov8n.pt,0.15,video7,v07_20-25_f00029_t00.97_clear.png,gaussian,0,0.0,0.508,51.463,51.972,True
yolov8n.pt,0.15,video7,v07_20-25_f00029_t00.97_clear.png,bilateral,0,0.0,8.592,49.152,57.744,True
yolov8n.pt,0.15,video7,v07_20-25_f00029_t00.97_clear.png,wiener_denoise,0,0.0,43.272,50.017,93.289,True
yolov8n.pt,0.15,video7,v07_20-25_f00029_t00.97_clear.png,wiener_deconv,1,0.2207,56.463,48.054,104.517,True
yolov8n.pt,0.15,video7,v07_20-25_f00029_t00.97_clear.png,clahe,0,0.0,2.688,45.41,48.098,True
yolov8n.pt,0.15,video7,v07_20-25_f00044_t01.47_clear.png,raw,0,0.0,0.0,44.381,44.381,True
yolov8n.pt,0.15,video7,v07_20-25_f00044_t01.47_clear.png,gaussian,0,0.0,0.505,51.145,51.649,True
yolov8n.pt,0.15,video7,v07_20-25_f00044_t01.47_clear.png,bilateral,0,0.0,8.897,55.527,64.424,True
yolov8n.pt,0.15,video7,v07_20-25_f00044_t01.47_clear.png,wiener_denoise,0,0.0,46.523,53.793,100.316,True
yolov8n.pt,0.15,video7,v07_20-25_f00044_t01.47_clear.png,wiener_deconv,0,0.0,55.938,49.875,105.813,True
yolov8n.pt,0.15,video7,v07_20-25_f00044_t01.47_clear.png,clahe,0,0.0,2.544,43.713,46.257,True
yolov8n.pt,0.15,video7,v07_20-25_f00059_t01.97_clear.png,raw,0,0.0,0.0,57.586,57.586,True
yolov8n.pt,0.15,video7,v07_20-25_f00059_t01.97_clear.png,gaussian,0,0.0,0.494,45.73,46.224,True
yolov8n.pt,0.15,video7,v07_20-25_f00059_t01.97_clear.png,bilateral,0,0.0,8.88,52.443,61.324,True
yolov8n.pt,0.15,video7,v07_20-25_f00059_t01.97_clear.png,wiener_denoise,0,0.0,39.174,71.478,110.652,True
yolov8n.pt,0.15,video7,v07_20-25_f00059_t01.97_clear.png,wiener_deconv,1,0.5062,61.02,48.526,109.546,True
yolov8n.pt,0.15,video7,v07_20-25_f00059_t01.97_clear.png,clahe,0,0.0,2.77,46.799,49.569,True
yolov8n.pt,0.15,video7,v07_20-25_f00074_t02.47_moderate_blur.png,raw,0,0.0,0.008,45.535,45.543,True
yolov8n.pt,0.15,video7,v07_20-25_f00074_t02.47_moderate_blur.png,gaussian,0,0.0,0.513,51.02,51.533,True
yolov8n.pt,0.15,video7,v07_20-25_f00074_t02.47_moderate_blur.png,bilateral,0,0.0,12.995,51.874,64.869,True
yolov8n.pt,0.15,video7,v07_20-25_f00074_t02.47_moderate_blur.png,wiener_denoise,0,0.0,46.789,50.508,97.297,True
yolov8n.pt,0.15,video7,v07_20-25_f00074_t02.47_moderate_blur.png,wiener_deconv,0,0.0,57.405,58.846,116.251,True
yolov8n.pt,0.15,video7,v07_20-25_f00074_t02.47_moderate_blur.png,clahe,0,0.0,4.652,59.388,64.041,True
yolov8n.pt,0.15,video7,v07_20-25_f00104_t03.47_severe_blur.png,raw,0,0.0,0.0,48.2,48.2,True
yolov8n.pt,0.15,video7,v07_20-25_f00104_t03.47_severe_blur.png,gaussian,0,0.0,0.503,47.189,47.693,True
yolov8n.pt,0.15,video7,v07_20-25_f00104_t03.47_severe_blur.png,bilateral,0,0.0,8.642,44.948,53.591,True
yolov8n.pt,0.15,video7,v07_20-25_f00104_t03.47_severe_blur.png,wiener_denoise,0,0.0,33.981,42.954,76.935,True
yolov8n.pt,0.15,video7,v07_20-25_f00104_t03.47_severe_blur.png,wiener_deconv,0,0.0,53.421,42.929,96.35,True
yolov8n.pt,0.15,video7,v07_20-25_f00104_t03.47_severe_blur.png,clahe,0,0.0,2.684,42.009,44.693,True
yolov8n.pt,0.15,video7,v07_20-25_f00119_t03.97_moderate_blur.png,raw,0,0.0,0.0,47.702,47.702,True
yolov8n.pt,0.15,video7,v07_20-25_f00119_t03.97_moderate_blur.png,gaussian,0,0.0,0.508,42.925,43.433,True
yolov8n.pt,0.15,video7,v07_20-25_f00119_t03.97_moderate_blur.png,bilateral,0,0.0,8.834,43.313,52.147,True
yolov8n.pt,0.15,video7,v07_20-25_f00119_t03.97_moderate_blur.png,wiener_denoise,0,0.0,39.435,51.51,90.945,True
yolov8n.pt,0.15,video7,v07_20-25_f00119_t03.97_moderate_blur.png,wiener_deconv,0,0.0,58.437,52.38,110.817,True
yolov8n.pt,0.15,video7,v07_20-25_f00119_t03.97_moderate_blur.png,clahe,0,0.0,2.709,44.921,47.629,True
yolov8n.pt,0.15,video7,v07_20-25_f00149_t04.97_moderate_blur.png,raw,0,0.0,0.001,52.332,52.333,True
yolov8n.pt,0.15,video7,v07_20-25_f00149_t04.97_moderate_blur.png,gaussian,0,0.0,0.492,47.244,47.736,True
yolov8n.pt,0.15,video7,v07_20-25_f00149_t04.97_moderate_blur.png,bilateral,0,0.0,9.723,39.951,49.674,True
yolov8n.pt,0.15,video7,v07_20-25_f00149_t04.97_moderate_blur.png,wiener_denoise,0,0.0,46.242,44.762,91.004,True
yolov8n.pt,0.15,video7,v07_20-25_f00149_t04.97_moderate_blur.png,wiener_deconv,0,0.0,63.075,44.611,107.686,True
yolov8n.pt,0.15,video7,v07_20-25_f00149_t04.97_moderate_blur.png,clahe,0,0.0,3.014,47.213,50.226,True
yolov8n.pt,0.15,video7,v07_20-25_f00178_t05.93_severe_blur.png,raw,0,0.0,0.0,55.683,55.683,True
yolov8n.pt,0.15,video7,v07_20-25_f00178_t05.93_severe_blur.png,gaussian,0,0.0,0.561,50.58,51.141,True
yolov8n.pt,0.15,video7,v07_20-25_f00178_t05.93_severe_blur.png,bilateral,0,0.0,8.803,51.887,60.689,True
yolov8n.pt,0.15,video7,v07_20-25_f00178_t05.93_severe_blur.png,wiener_denoise,0,0.0,39.63,49.409,89.039,True
yolov8n.pt,0.15,video7,v07_20-25_f00178_t05.93_severe_blur.png,wiener_deconv,0,0.0,54.626,48.76,103.386,True
yolov8n.pt,0.15,video7,v07_20-25_f00178_t05.93_severe_blur.png,clahe,0,0.0,3.53,47.347,50.878,True
yolov8n.pt,0.15,video7,v07_20-25_f00223_t07.43_moderate_blur.png,raw,0,0.0,0.0,46.965,46.965,True
yolov8n.pt,0.15,video7,v07_20-25_f00223_t07.43_moderate_blur.png,gaussian,0,0.0,0.512,53.517,54.029,True
yolov8n.pt,0.15,video7,v07_20-25_f00223_t07.43_moderate_blur.png,bilateral,0,0.0,9.098,59.371,68.468,True
yolov8n.pt,0.15,video7,v07_20-25_f00223_t07.43_moderate_blur.png,wiener_denoise,0,0.0,35.247,51.125,86.371,True
yolov8n.pt,0.15,video7,v07_20-25_f00223_t07.43_moderate_blur.png,wiener_deconv,0,0.0,59.964,47.828,107.792,True
yolov8n.pt,0.15,video7,v07_20-25_f00223_t07.43_moderate_blur.png,clahe,0,0.0,2.842,55.077,57.919,True
yolov8n.pt,0.15,video7,v07_20-25_f00268_t08.93_severe_blur.png,raw,0,0.0,0.004,52.195,52.2,True
yolov8n.pt,0.15,video7,v07_20-25_f00268_t08.93_severe_blur.png,gaussian,0,0.0,0.507,50.401,50.908,True
yolov8n.pt,0.15,video7,v07_20-25_f00268_t08.93_severe_blur.png,bilateral,0,0.0,8.923,42.946,51.868,True
yolov8n.pt,0.15,video7,v07_20-25_f00268_t08.93_severe_blur.png,wiener_denoise,0,0.0,39.46,54.828,94.288,True
yolov8n.pt,0.15,video7,v07_20-25_f00268_t08.93_severe_blur.png,wiener_deconv,1,0.1852,63.496,45.027,108.523,True
yolov8n.pt,0.15,video7,v07_20-25_f00268_t08.93_severe_blur.png,clahe,0,0.0,2.543,44.414,46.957,True
